OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
264,1430689,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,2,2A,0231,1578189600000
265,1430690,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,0406,1578181200000
266,1430691,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,0985,1578328200000
267,1430693,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0774,1578195180000
268,1430694,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,5,5A,1391,1578326400000
269,1430700,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1251,1577923200000
270,1430704,2099,4,ARSON,451(D) PC ARSON OF PROPERTY,3,3M,0734,1578292260000
271,1430710,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,1,1B,0435,1578032220000
272,1430718,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0732,1578189600000
273,1430720,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0855,1577894400000
274,1430723,1299,4,ROBBERY,212.5(B) ROB-VICINITY OF ATM,6,6B,1401,1578291720000
275,1430724,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0502,1578254400000
276,1430727,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2A,0509,1577997900000
277,1430728,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,6,6A,1061,1577894400000
278,1430729,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1616,1578346200000
279,1430730,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1287,1578299400000
280,1430737,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,1,1B,0401,1578289200000
281,1430738,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,1,1C,0447,1578281700000
282,1430739,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0734,1578329880000
283,1430741,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5B,1621,1578193200000
284,1430743,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0563,1578239400000
285,1430744,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1A,0337,1578251460000
286,1430745,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,1,1C,0449,1578324000000
287,1430746,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1B,0421,1578347940000
288,1430753,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,0987,1578318120000
289,1430754,7000,83,RELEASE,849(B)(1) CERTIFICATE OF RELEA,3,3M,0734,1578327900000
290,1430758,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,1356,1578083400000
291,1430761,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2C,0625,1578336240000
292,1430762,5499,15,TRAFFIC,23103(A) RECKLESS ON HIGHWAY,2,2B,0564,1578332040000
293,1430768,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,4,4A,0933,1578359940000
294,1430770,5707,0,PRIVACY,602 PC TRESPASS,6,6E,1115,1578060660000
295,1430776,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3B,0736,1578356700000
296,1430777,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,5,5A,1364,1578366000000
297,1430778,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4A,1202,1578329820000
298,1430779,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,0204,1578351060000
299,1430780,2604,0,FRAUD,529 PC FALSE PERSONATION,6,6B,1421,1578281040000
300,1430783,2699,28,FRAUD,537(A)(1) DEFRAD INNKEEP <$400,3,3M,0741,1578370380000
301,1430784,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4C,1247,1578363720000
302,1430785,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1369,1578380760000
303,1430794,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,5,5A,1363,1578297480000
304,1430795,2502,01,FORGERY,470(A) PC FORGE ID/DL W/INTENT,2,2C,0626,1578332580000
305,1430797,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,1,1B,0440,1578278400000
306,1430798,5299,127,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,5,5C,1647,1578369120000
307,1430800,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4A,0906,1578370740000
308,1430801,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6A,1034,1578375360000
309,1430802,5707,5,TRESPASS,602(K)TRESPASS:INJURE PROPERTY,3,3M,0744,1578381000000
310,1430805,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1427,1578269100000
311,1430808,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0302,1578378600000
312,1430810,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,2,2A,0504,1578384000000
313,1430811,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6B,1035,1578305280000
314,1430812,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,2,2A,0232,1578377160000
315,1430813,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6E,0886,1578321840000
316,1430814,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5B,1602,1578352920000
317,1430815,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,0905,1577992860000
318,1430816,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,2,2A,0233,1578353400000
319,1430817,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5C,1623,1578110400000
320,1430819,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0567,1578366000000
321,1430821,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1624,1578017040000
322,1430822,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0772,1578355200000
323,1430828,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4C,1275,1577924100000
324,1430833,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0619,1578168000000
325,1430834,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5A,1398,1578174300000
326,1430841,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,1441,1578423600000
327,1430846,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1522,1578279600000
328,1430847,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,0409,1578179700000
329,1430850,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0606,1578196800000
330,1430858,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6B,1087,1578196800000
331,1430861,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,3,3A,0785,1578189660000
332,1430862,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,2,2A,0517,1578415500000
333,1430864,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0936,1578437400000
334,1430866,2602,0,FRAUD,FRAUD-SWINDLE,4,4B,1356,1578436200000
335,1430867,5212,54A,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-MISD,3,3M,0734,1578323340000
336,1430868,3563,0,NARCOTICS,11358 HS CULTIVATE MARIJUANA,5,5C,1651,1577908980000
337,1430869,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4A,0907,1578347400000
338,1430870,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,1,1C,0409,1578350520000
339,1430872,2999,38,VANDALISM,594(B)(1) VANDAL $400 OR MORE,3,3M,0735,1578382620000
340,1430873,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,4,4A,0906,1578384360000
341,1430874,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5C,1606,1578385140000
342,1430875,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,0958,1578358800000
343,1430876,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,5,5A,1371,1578393780000
344,1430877,1313,0,ASSAULT,240 PC ASSAULT/SIMPLE-CIVILIAN,3,3M,0735,1578413760000
345,1430878,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,3,3M,0732,1578421920000
346,1430880,7399,81,PUBLIC ORDER,374.4(A) LITTERING,1,1C,0456,1578435600000
347,1430881,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3B,0768,1578423600000
348,1430883,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6E,1102,1578027600000
349,1430884,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6C,1405,1578339240000
350,1430885,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6B,1402,1578422940000
351,1430887,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,1,1C,0449,1578381660000
352,1430890,3562,0,NARCOTICS,11357(B)HS POSS -28.5GR MARIJ,1,1A,0345,1578283620000
353,1430894,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0751,1578420120000
354,1430895,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,4,4A,0905,1578427740000
355,1430896,4803,3,OBSTRUCTING,148.9(A) PC FALSE ID TO OFCR,6,6A,1071,1578420180000
356,1430898,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,3,3B,0767,1578272340000
357,1430899,2302,0,LARCENY,487(C) GRAND THEFT-PURSE SNTCH,2,2C,0603,1578265440000
358,1430901,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1446,1578305820000
359,1430905,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,1651,1577998800000
360,1430909,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,1,1B,0421,1578381900000
361,1430913,4803,3,OBSTRUCTING,148.9(A) PC FALSE ID TO OFCR,3,3B,0716,1578462060000
362,1430914,3599,44,NARCOTICS,11550(A)HS UNDER INFL NARCOTIC,3,3A,0776,1578453000000
363,1430916,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,1,1B,0404,1578449280000
364,1430917,5299,01,WEAPON OFFENSE,417.4 PC BRANDISH IMIT FIREARM,2,2C,0603,1578467400000
365,1430919,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,2,2B,0546,1578441480000
366,1430937,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0505,1578335400000
367,1430938,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0206,1578370020000
368,1430939,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6D,0801,1578070800000
369,1430940,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2C,0626,1578443700000
370,1430941,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2C,0625,1578152700000
371,1430943,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5A,1522,1578094200000
372,1430944,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2C,0603,1578332100000
373,1430945,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4C,1262,1578331800000
374,1430947,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0337,1578347700000
375,1430948,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2A,0224,1578383700000
376,1430951,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4C,1254,1578124800000
377,1430953,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0337,1578453360000
378,1430954,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2A,0224,1578384000000
379,1430955,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,0130,1578255900000
380,1430957,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0778,1578447000000
381,1430958,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5C,1637,1578178800000
382,1430959,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,0336,1578202200000
383,1430960,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5B,1602,1578436800000
384,1430984,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1B,0440,1578457200000
385,1430989,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,1,1A,0136,1578430620000
386,1431002,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0222,1578276000000
387,1431003,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1448,1578276000000
388,1431004,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1607,1578380400000
389,1431007,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0748,1578022500000
390,1431008,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0444,1577995200000
391,1431009,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0225,1578182400000
392,1431010,5707,08,TREPASS,602(H)(1)TRESPASS POSTED LAND,3,3A,0704,1578403560000
393,1431012,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0435,1578124800000
394,1431015,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1152,1578333900000
395,1431018,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0746,1578451500000
396,1431019,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0821,1578412800000
397,1431020,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0742,1578371400000
398,1431025,2999,03,VANDALISM,594(B)(1) VANDALISM GRAF >$400,4,4C,1294,1578470400000
399,1431033,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0337,1578453360000
400,1431034,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1607,1578022200000
401,1431036,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0628,1578175380000
402,1431037,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0123,1578432600000
403,1431038,2602,0,FRAUD,FRAUD-SWINDLE,4,4A,0912,1578437580000
404,1431040,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0337,1578456720000
405,1431042,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0603,1578258900000
406,1431045,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5B,1399,1578502680000
407,1431046,2999,35,VANDALISM,594(A)(2) VANDALISM-DAMAGE,4,4B,1356,1578502800000
408,1431048,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0328,1578258000000
409,1431050,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0637,1578263400000
410,1431051,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0732,1578000600000
411,1431052,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,1356,1578338100000
412,1431054,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1603,1578207000000
413,1431055,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1278,1578100500000
414,1431057,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0343,1578362760000
415,1431058,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0913,1578356100000
416,1431059,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1396,1578402720000
417,1431060,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1298,1578357000000
418,1431061,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0123,1578355500000
419,1431062,2399,2,LARCENY,484 PC PETTY THEFT,2,2B,0553,1577992200000
420,1431064,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0732,1578213000000
421,1431066,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4B,0969,1578502800000
422,1431072,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0738,1578459000000
423,1431074,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,3,3B,0737,1578357960000
424,1431075,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0841,1578274800000
425,1431080,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4C,1286,1578218400000
426,1431081,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6D,0811,1578108600000
427,1431084,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,0732,1578172800000
428,1431085,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,0506,1577918520000
429,1431086,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0328,1578115260000
430,1431087,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0783,1578100980000
431,1431088,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0307,1578091800000
432,1431089,2310,0,LARCENY,1708 US THEFT OF MAIL,1,1B,0478,1578351720000
433,1431090,2310,0,LARCENY,1708 US THEFT OF MAIL,6,6A,1001,1578276300000
434,1431092,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,0906,1578290400000
435,1431096,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5A,1501,1578497220000
436,1431097,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,6,6B,1068,1578493800000
437,1431098,2309,0,LARCENY,484 PC PETTY THEFT/OUTSIDE,4,4C,1259,1578486240000
438,1431100,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,1,1C,0447,1578461400000
439,1431105,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,0236,1578183240000
440,1431106,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0333,1578459600000
441,1431107,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3A,0765,1578328200000
442,1431108,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1B,0478,1578421320000
443,1431109,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,0936,1578136800000
444,1431110,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1654,1578218400000
445,1431111,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,0747,1578143700000
446,1431119,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,0906,1578195660000
447,1431121,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6B,1018,1578480300000
448,1431123,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,1,1A,0308,1578478980000
449,1431124,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3A,0704,1578475860000
450,1431125,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5A,1522,1578268500000
451,1431135,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1295,1578195000000
452,1431138,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0725,1578222000000
453,1431140,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4B,0986,1578225600000
454,1431142,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,1,1B,0412,1578449160000
455,1431144,7000,83,RELEASE,849(B)(1) CERTIFICATE OF RELEA,5,5B,1621,1578441300000
456,1431150,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1013,1578456000000
457,1431151,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0748,1578454260000
458,1431152,2605,13,THEFT,484G PC THEFT BY CREDIT CARD,3,3A,0765,1578080400000
459,1431153,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,0877,1578512400000
460,1431155,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0766,1578274620000
461,1431158,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,6,6B,1086,1578505800000
462,1431160,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1647,1578106800000
463,1431162,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0337,1578456180000
464,1431163,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,5,5C,1654,1578387180000
465,1431164,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1B,0478,1578485940000
466,1431165,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,6,6A,1061,1578386880000
467,1431167,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1B,0473,1578376920000
468,1431168,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,2,2B,0556,1578374820000
469,1431171,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2B,0546,1578009600000
470,1431172,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,1644,1577975400000
471,1431173,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1C,0429,1578039660000
472,1431175,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,0742,1578444480000
473,1431176,2602,0,FRAUD,FRAUD-SWINDLE,6,6B,1088,1578431400000
474,1431178,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0616,1578422520000
475,1431184,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,3,3B,0787,1578502080000
476,1431185,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0933,1578357960000
477,1431188,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6B,1421,1578528000000
478,1431189,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0728,1578197520000
479,1431191,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,6,6B,1084,1578429720000
480,1431193,1211,0,ROBBERY,211 PC ROBBERY-BANK,6,6D,0841,1578521400000
481,1431194,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,4,4A,0907,1578520200000
482,1431199,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4B,0968,1578366000000
483,1431200,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6B,1067,1578395580000
484,1431202,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4C,1283,1578081600000
485,1431204,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4B,0969,1578366000000
486,1431206,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2B,0546,1578287700000
487,1431207,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2A,0216,1578381480000
488,1431208,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3M,0741,1578358800000
489,1431209,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,5,5B,1359,1578275460000
490,1431210,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0235,1578441600000
491,1431211,2301,0A,LARCENY,487(C) GRAND THEFT-PERS <$950,6,6C,1131,1578438660000
492,1431213,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,2,2C,0628,1578523080000
493,1431214,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4C,1227,1578423600000
494,1431222,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,1,1C,0449,1578058860000
495,1431224,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4A,0901,1578486180000
496,1431225,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,5,5B,1604,1578365580000
497,1431226,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1405,1578375060000
498,1431228,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,0901,1578452400000
499,1431229,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0778,1578329220000
500,1431230,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,0855,1578510000000
501,1431232,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0611,1578370980000
502,1431233,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3M,0741,1578102600000
503,1431235,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1409,1578434700000
504,1431238,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,0564,1578334020000
505,1431240,2399,8,THEFT,485 PC GRAND THFT LOST PROP-F,3,3A,0764,1578435300000
506,1431250,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6E,1101,1578087000000
507,1431252,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,0333,1578293820000
508,1431253,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,2,2A,0232,1578505500000
509,1431254,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,2,2A,0232,1578540060000
510,1431260,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,2,2B,0526,1578506400000
511,1431263,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,0969,1578524040000
512,1431264,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,0752,1578361500000
513,1431265,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0957,1578543600000
514,1431268,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,2,2A,0237,1578372240000
515,1431272,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0501,1578472200000
516,1431276,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0861,1578200400000
517,1431277,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1C,0447,1578324600000
518,1431278,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5B,1399,1578474000000
519,1431279,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0353,1578265800000
520,1431280,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,2,2B,0564,1578403800000
521,1431281,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0305,1578279600000
522,1431282,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0746,1578207600000
523,1431283,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1018,1578295800000
524,1431284,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6C,1403,1578152400000
525,1431285,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0304,1578331800000
526,1431286,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0766,1577872800000
527,1431288,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5B,1618,1578385200000
528,1431289,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0333,1578402540000
529,1431290,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0620,1578363600000
530,1431291,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5B,1621,1578421320000
531,1431292,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4A,0964,1578026700000
532,1431293,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1B,0421,1578409500000
